Port,Commodity,Customs Value (Gen) ($US),Vessel Customs Value (Gen) ($US),Vessel SWT (Gen) (kg),Air Customs Value (Gen) ($US),Air SWT (Gen) (kg),Customs Containerized Vessel Value (Gen) ($US),Containerized Vessel SWT (Gen) (kg)
"JFK International Airport, NY (Port)","1601 Sausages, Similar Prdt Meat Etc Food Prep Of These",4258,,,4258,412,,
"JFK International Airport, NY (Port)","1602 Prepared Or Preserv Meat, Meat Offal & Blood Nesoi",932977,,,932977,68014,,
"JFK International Airport, NY (Port)","1603 Extracts Etc. Of Meat, Fish, Crustaceans, Etc.",54971,,,54971,4158,,
"JFK International Airport, NY (Port)",1604 Prep Or Pres Fish; Caviar & Caviar Substitutes,2798661,,,2798661,66978,,
"JFK International Airport, NY (Port)","1605 Crustaceans, Molluscs Etc. Prepared Or Preserved",298637,,,298637,32643,,
"JFK International Airport, NY (Port)","1701 Cane Or Beet Sugar & Chem Pure Sucrose, Solid Form",8085,,,8085,1753,,
"JFK International Airport, NY (Port)","1702 Sugars Nesoi, Incl Chem Pure Lactose Etc; Caramel",216534,,,216534,24231,,
"JFK International Airport, NY (Port)","1704 Sugar Confection (incl White Chocolate), No Cocoa",452332,,,452332,146339,,
"JFK International Airport, NY (Port)","1801 Cocoa Beans, Whole Or Broken, Raw Or Roasted",19231,,,19231,3110,,
"JFK International Airport, NY (Port)","1804 Cocoa Butter, Fat And Oil",42409,,,42409,7799,,
"JFK International Airport, NY (Port)","1805 Cocoa Powder, Not Sweetened",138120,,,45720,3764,,
"JFK International Airport, NY (Port)",1806 Chocolate & Other Food Products Containing Cocoa,5826290,,,5826290,370126,,
"JFK International Airport, NY (Port)",1901 Malt Ext; Food Prep Of Flour Etc Un 40% Cocoa Etc,364295,,,364295,75924,,
"JFK International Airport, NY (Port)","1902 Pasta, Prepared Or Not; Couscous, Prepared Or Not",37390,,,37390,16410,,
"JFK International Airport, NY (Port)","1904 Foods Prep By Swell Cereal; Cereal Nesoi, Grain Fm",21792,,,21792,13680,,
"JFK International Airport, NY (Port)","1905 Bread, Pastry, Cakes Etc; Comm Wafrs, Emp Caps Etc",705896,,,705896,108650,,
"JFK International Airport, NY (Port)","2001 Veg, Fruit, Nuts Etc, Prep Or Pres By Vinegar Etc",8554,,,8554,2676,,
"JFK International Airport, NY (Port)",2002 Tomatoes Prepared Or Preserved Nesoi,59154,,,59154,4766,,
"JFK International Airport, NY (Port)",2003 Mushrooms And Truffles Prepared Or Preserved Nesoi,327759,,,327759,7366,,
"JFK International Airport, NY (Port)","2005 Vegetables Nesoi Prepared Etc Nesoi, Not Frozen",243454,,,243454,40796,,
"JFK International Airport, NY (Port)","2006 Veg/fruit/nuts/fruit-peel Etc, Preserved By Sugar",5852,,,5852,1130,,
"JFK International Airport, NY (Port)","2007 Jams, Fruit Jellies, Marmalades Etc, Cooked",14146,,,14146,1894,,
"JFK International Airport, NY (Port)","2008 Fruit, Nuts Etc Prepared Or Preserved Nesoi",697843,,,697843,202449,,
"JFK International Airport, NY (Port)",2009 Fruit Juice Nt Frtfd W Vit/mnl Veg Juice No Spirit,1052589,,,1052589,308672,,
"JFK International Airport, NY (Port)","2101 Extracts Etc Of Coffee, Tea Or Mate; Roast Chicory",12888230,,,12888230,898167,,
"JFK International Airport, NY (Port)",2102 Yeasts; Dead Sing-cell Micro-org Nesoi; Bak Powder,1228754,,,1228754,21547,,
"JFK International Airport, NY (Port)","2103 Sauces & Prep; Mixed Condiments, Mustard Flour Etc",548896,,,548896,88184,,
"JFK International Airport, NY (Port)","2104 Soups, Broths & Preps; Homogenized Comp Food Preps",46404,,,46404,9277,,
"JFK International Airport, NY (Port)","2105 Ice Cream And Other Edible Ice, With Cocoa Or Not",30024,,,30024,4607,,
"JFK International Airport, NY (Port)",2106 Food Preparations Nesoi,20613180,,,20488947,935858,,
"JFK International Airport, NY (Port)","2201 Waters, Natural Etc, Not Sweetened Etc; Ice & Snow",11871,,,11871,14247,,
"JFK International Airport, NY (Port)","2202 Waters, Sweetened Etc & Oth Nonalc Beverages Nesoi",88827,,,88827,9333,,
"JFK International Airport, NY (Port)",2203 Beer Made From Malt,29656,,,29656,91017,,
"JFK International Airport, NY (Port)",2204 Wine Of Fresh Grapes; Grape Must Nesoi,18425748,,,17879852,620692,,
"JFK International Airport, NY (Port)","2206 Fermented Beverages Nesoi (cider, Perry, Mead Etc)",29958,,,29958,7826,,
"JFK International Airport, NY (Port)","2207 Ethyl Alcohol, Undenat, Nun80% Alc; Alcohol, Denat",39707,,,39707,36766,,
"JFK International Airport, NY (Port)","2208 Ethyl Alcohol, Undenat, Und80% Alc; Spirit Beverag",2847337,,,2401718,255103,,
"JFK International Airport, NY (Port)",2209 Vinegar & Substitutes For Vinegar From Acetic Acid,61230,,,61230,5431,,
"JFK International Airport, NY (Port)","2301 Flour, Meal Etc Of Meat Etc, Not For Human; Greavs",7080,,,7080,1004,,
"JFK International Airport, NY (Port)","2305 Peanut Oilcake & Oth Solid Residue, Wh/not Ground",90000,,,90000,32380,,
"JFK International Airport, NY (Port)","2306 Oilcake Etc Nesoi, From Veg Fats & Oils Nesoi",2665,,,2665,61,,
"JFK International Airport, NY (Port)",2309 Preparations Used In Animal Feeding,780371,,,780371,68370,,
"JFK International Airport, NY (Port)","2401 Tobacco, Unmanufactured; Tobacco Refuse",10387,,,10387,693,,
"JFK International Airport, NY (Port)","2402 Cigars, Cigarettes Etc., Of Tobacco Or Substitutes",3824625,,,3626119,51585,,
"JFK International Airport, NY (Port)",2403 Tobacco & Tobacco Subst Mfrs Nesoi; Tob Proces Etc,1409147,,,1350058,47759,,
"JFK International Airport, NY (Port)",4101 Raw Hides & Skins Of Bovine Or Equine Animals,145455,,,145455,5888,,
"JFK International Airport, NY (Port)",4102 Raw Skins Of Sheep Or Lambs Nesoi,34837,,,34837,267,,
"JFK International Airport, NY (Port)",4103 Raw Hides And Skins Nesoi (fr Or Pres Not Tan Etc),49504,,,49504,684,,
"JFK International Airport, NY (Port)","4104 Bovine Or Equine Leather, No Hair Nesoi",1825836,,,1825836,75493,,
"JFK International Airport, NY (Port)","4105 Sheep Or Lamb Skin Leather, No Wool Nesoi",1251070,,,1251070,20856,,
"JFK International Airport, NY (Port)","4106 Other Animal N Leather, No Hair Nesoi",326036,,,326036,6630,,
"JFK International Airport, NY (Port)","4107 Leather Furt Prep Aft Tan/crust, No Hair On,nes",37585337,,,37582529,1007171,,
"JFK International Airport, NY (Port)","4112 Sheep/lamb Ltr,ft Prp Tan/crus, W/o Wool,nt Hd4114",10784393,,,10784393,117381,,
"JFK International Airport, NY (Port)","4113 Lthr Fthr Perp After Tanning,of Oth Aml, W/o Wl/hr",3121963,,,3098045,66006,,
"JFK International Airport, NY (Port)",4114 Chamois/patent/patent Laminated/metallized Leather,416491,,,416491,11621,,
"JFK International Airport, NY (Port)","4115 Comps. Lthr,fbr Slb/sht/srp;lthr Wst/dust/pwd/flou",371134,,,371134,8746,,
"JFK International Airport, NY (Port)","5101 Wool, Not Carded Or Combed",11507,,,11507,104,,
"JFK International Airport, NY (Port)","5102 Fine Or Coarse Animal Hair, Not Carded Or Combed",1762,,,1762,19,,
"JFK International Airport, NY (Port)",5104 Garnetted Stock Of Wool/fine Or Coarse Animal Hair,487,,,487,1,,
"JFK International Airport, NY (Port)","5105 Wool & Fine Or Coarse Animal Hair, Carded & Combed",480888,,,480888,20260,,
"JFK International Airport, NY (Port)","5106 Yarn Of Carded Wool, Not Put Up For Retail Sale",566075,,,565173,14731,,
"JFK International Airport, NY (Port)","5107 Yarn Of Combed Wool, Not Put Up For Retail Sale",9059286,,,9059286,318976,,
"JFK International Airport, NY (Port)","5108 Yarn Of Fine Animal Hair, Not For Retail Sale",1617672,,,1616088,17496,,
"JFK International Airport, NY (Port)","5109 Yarn Of Wool Or Fine Animal Hair, For Retail Sale",1735027,,,1734764,51720,,
"JFK International Airport, NY (Port)",5110 Yarn Coarse Animal Hair Put Up Or Not Retail Sale,825,,,825,4,,
"JFK International Airport, NY (Port)",5111 Woven Fabrics Of Carded Wool Or Fine Animal Hair,5704142,,,5699038,114790,,
"JFK International Airport, NY (Port)",5112 Woven Fabrics Of Combed Wool Or Fine Animal Hair,32513348,,,32503383,501128,,
"JFK International Airport, NY (Port)",5113 Woven Fabrics Of Coarse Animal Hair Or Horsehair,80845,,,80845,460,,
"JFK International Airport, NY (Port)","5203 Cotton, Carded Or Combed",1317,,,1317,27,,
"JFK International Airport, NY (Port)","5204 Cotton Sewing Thread, Retail Packed Or Not",70807,,,70807,1176,,
"JFK International Airport, NY (Port)",5205 Cotton Yarn (not Sewing Thread) Nu85%cot No Retail,523575,,,523575,21482,,
"JFK International Airport, NY (Port)",5206 Cotton Yarn (not Sewing Thread) Un85%cot No Retail,36917,,,36917,10546,,
"JFK International Airport, NY (Port)",5207 Cotton Yarn (not Sewing Thread) Retail Packed,1527258,,,1527258,39687,,
"JFK International Airport, NY (Port)","5208 Woven Cotton Fabrics, Nu 85% Cot, Wt Nov 200 G/m2",13145368,,,13145368,407228,,
"JFK International Airport, NY (Port)","5209 Woven Cotton Fabrics, Nu 85% Cot, Wt Ov 200 G/m2",9210403,,,9207391,344548,,
"JFK International Airport, NY (Port)","5210 Woven Cotton Fabrics, Un85%cot, mmfmix, Nov200g/m2",1526885,,,1526885,58410,,
"JFK International Airport, NY (Port)","5211 Woven Cotton Fabrics, Un85%cot, mmfmix, Ov200g/m2",7849520,,,7849520,233964,,
"JFK International Airport, NY (Port)",5212 Woven Cotton Fabrics Nesoi,3457382,,,3456366,69084,,
"JFK International Airport, NY (Port)","5301 Flax, Raw Etc But Not Spun; Flax Tow And Waste",334,,,334,300,,
"JFK International Airport, NY (Port)","5302 True Hemp, Raw Etc Not Spun; Tr Hemp Tow And Waste",2366,,,2366,974,,
"JFK International Airport, NY (Port)","5303 Jute & Oth Text Bast Fib Nesoi, Raw Etc & Tow Etc",545,,,545,45,,
"JFK International Airport, NY (Port)","5305 Coconut, Abaca, Ramie Etc Nesoi, Raw Etc; Tow Etc",685,,,685,134,,
"JFK International Airport, NY (Port)",5306 Flax Yarn,104930,,,104930,4756,,
"JFK International Airport, NY (Port)",5307 Yarn Of Jute & Other Textile Bast Fibers Nesoi,3379,,,3379,989,,
"JFK International Airport, NY (Port)",5308 Yarn Of Vegetable Textile Fibers Nesoi; Paper Yarn,45657,,,45657,6367,,
"JFK International Airport, NY (Port)",5309 Woven Fabrics Of Flax,16042126,,,16024643,341872,,
"JFK International Airport, NY (Port)",5310 Woven Fabrics Of Jute Or Oth Text Bast Fiber Nesoi,118885,,,118885,5234,,
"JFK International Airport, NY (Port)",5311 Wov Fab Of Ot Veg Textile Fib Wov Fab Of ppr Yarn,492125,,,492125,9256,,
"New York, NY (Port)","0202 Meat Of Bovine Animals, Frozen",322569,322569,75033,,,322569,75033
"New York, NY (Port)","0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen",1831205,1831205,508159,,,1831205,508159
"New York, NY (Port)","0204 Meat Of Sheep Or Goats, Fresh, Chilled Or Frozen",5770644,5770644,1253121,,,5770644,1253121
"New York, NY (Port)","0208 Meat & Edible Offal Nesoi, Fresh, Chilld Or Frozen",2240471,2240471,617936,,,2240471,617936
"New York, NY (Port)","0210 Meat & Ed Offal Salted, Dried Etc. & Flour & Meal",278875,278875,27197,,,278875,27197
"New York, NY (Port)","0302 Fish, Fresh Or Chilled (no Fillets Or Other Meat)",372732,372732,70480,,,372732,70480
"New York, NY (Port)","0303 Fish, Frozen (no Fish Fillets Or Other Fish Meat)",13758380,13758380,4262573,,,13687804,4200946
"New York, NY (Port)","0304 Fish Fillets & Oth Fish Meat, Fresh, Chill Or Froz",96867500,96867500,20880831,,,96867500,20880831
"New York, NY (Port)","0305 Fish, Dried, Salted Etc, Smoked Etc; Ed Fish Meal",4355897,4355897,656711,,,4339397,654732
"New York, NY (Port)",0306 Crustaceans Live Frsh Etc Smoked/cooked Flours Etc,242564106,242564106,29031301,,,242559346,29030635
"New York, NY (Port)",0307 Molluscs Live Fresh Etc; Smoked; Flours Etc Edible,19229836,19229836,4306071,,,19054200,4288261
"New York, NY (Port)","0401 Milk And Cream, Not Concentrated Or Sweetened",188970,188970,96377,,,188970,96377
"New York, NY (Port)","0402 Milk And Cream, Concentrated Or Sweetened",388710,388710,187463,,,388710,187463
"New York, NY (Port)","0403 Buttermilk, Yogurt, Kephir Etc, Flavord Etc Or Not",12281,12281,11683,,,12281,11683
"New York, NY (Port)","0404 Whey & Milk Products, Sweetened Etc. Or Not, Nesoi",569455,569455,51210,,,569455,51210
"New York, NY (Port)",0405 Butter And Other Fats And Oils Derived From Milk,426324,426324,77933,,,426324,77933
"New York, NY (Port)",0406 Cheese And Curd,3678790,3678790,688087,,,3678790,688087
"New York, NY (Port)","0407 Birds' Eggs, In Shell, Fresh, Preserved Or Cooked",417052,417052,121135,,,417052,121135
"New York, NY (Port)","0408 Birds' Eggs, Not In Shell & Yolks, Fresh, Dry, Etc",79528,79528,28626,,,79528,28626
"New York, NY (Port)","0409 Honey, Natural",3958993,3958993,1554248,,,3925194,1531848
"New York, NY (Port)","0504 Animal (not Fish) Guts, Bladders, Stomachs & Parts",12539323,12539323,2464603,,,12539323,2464603
"New York, NY (Port)",0505 Bird Skins & Other Feathered Parts And Down,3223225,3223225,194381,,,3223225,194381
"New York, NY (Port)","0507 Ivory, Tortoise-shell, Whalebone, Horns Etc, Unwrk",35687,35687,1567,,,,
"New York, NY (Port)","0508 Coral, Shell Of Molluscs Etc Unworked Powder/waste",52723,52723,40853,,,52723,40853
"New York, NY (Port)","0511 Animal Products Nesoi; Dead Animals, Inedible Etc.",5824999,5824999,2638494,,,5807444,2638394
"New York, NY (Port)","0601 Bulbs, Tubers Etc; Chicory Plants & Roots Nesoi",17936,17936,3191,,,17936,3191
"New York, NY (Port)","0602 Live Plants Nesoi, Cuttings Etc.; Mushroom Spawn",319909,319909,144962,,,319909,144962
"New York, NY (Port)","0603 Cut Flowers & Buds For Bouquets Etc., Prepared",24028,24028,5268,,,24028,5268
"New York, NY (Port)","0604 Foliage, Grasses Etc For Bouquets Etc, Prepared",444354,444354,290034,,,439523,289305
"New York, NY (Port)","0701 Potatoes (except Sweet Potatoes), Fresh Or Chilled",4027,4027,1781,,,4027,1781
"New York, NY (Port)","0702 Tomatoes, Fresh Or Chilled",2436918,2436918,2372583,,,2436918,2372583
"New York, NY (Port)","0703 Onions, Shallots, Garlic, Leeks Etc, Fr Or Chilled",25299083,25299083,15172718,,,20474541,11011811
"New York, NY (Port)","0705 Lettuce And Chicory, Fresh Or Chilled",61767,61767,27566,,,61767,27566
"New York, NY (Port)","0706 Carrots, Turnips & Other Edible Roots, Fr Or Chill",336045,336045,467062,,,336045,467062
"New York, NY (Port)","0707 Cucumbers And Gherkins, Fresh Or Chilled",96020,96020,137564,,,96020,137564
"New York, NY (Port)","0708 Leguminous Vegetables, Shelled Or Not, Fr Or Chill",31011,31011,22981,,,31011,22981
"New York, NY (Port)","0709 Vegetables Nesoi, Fresh Or Chilled",6568862,6568862,4180598,,,6568862,4180598
"New York, NY (Port)","0710 Vegetables (raw Or Cooked By Steam Etc), Frozen",7656052,7656052,7345811,,,7656052,7345811
"New York, NY (Port)","0711 Vegetables, Temporarily Preserved, Not Now Edible",521963,521963,524070,,,521963,524070
"New York, NY (Port)","0712 Vegetables, Dried, Whole, Cut Etc., No Added Prep",7958425,7958425,4109104,,,7958425,4109104
"New York, NY (Port)","0713 Leguminous Vegetables, Dried Shelled",2795675,2795675,1789723,,,2795675,1789723
"New York, NY (Port)","0714 Cassava, Arrowroot Etc, Fresh Or Dry; Sago Pith",8765323,8765323,6505286,,,8765323,6505286
"New York, NY (Port)","0801 Coconuts, Brazil Nuts & Cashew Nuts, Fresh Or Dry",18820733,18820733,5526284,,,18472027,5329944
"New York, NY (Port)","0802 Nuts Nesoi, Fresh Or Dried",4635521,4635521,894948,,,4629652,894001
"New York, NY (Port)","0803 Bananas, Including Plantains, Fresh Or Dried",25036251,25036251,52435252,,,25020126,52409355
"New York, NY (Port)","0804 Dates, Figs, Pineapples, Avocados Etc, Fr Or Dried",23989393,23989393,21063664,,,23989393,21063664
"New York, NY (Port)","0805 Citrus Fruit, Fresh Or Dried",6550262,6550262,6719905,,,6550262,6719905
"New York, NY (Port)","0806 Grapes, Fresh Or Dried",8644544,8644544,3959045,,,8644544,3959045
"New York, NY (Port)","0807 Melons And Papayas, Fresh",27000,27000,40822,,,27000,40822
"New York, NY (Port)","0808 Apples, Pears And Quinces, Fresh",3852775,3852775,3714266,,,3852775,3714266
"New York, NY (Port)","0809 Apricots, Cherries, Peaches, Plums & Sloes, Fresh",301233,301233,211115,,,301233,211115
"New York, NY (Port)","0810 Fruit Nesoi, Fresh",11990897,11990897,4177079,,,11990897,4177079
"New York, NY (Port)","0811 Fruit & Nuts (raw Or Cooked By Steam Etc), Frozen",2602374,2602374,1408917,,,2602374,1408917
"New York, NY (Port)","0812 Fruit & Nuts Temporarily Preserved, Not Now Edible",135986,135986,93508,,,135986,93508
"New York, NY (Port)",0813 Fruit Dried Nesoi; Mixtures Of Nuts Or Dried Fruit,3521373,3521373,904523,,,3504035,903935
"New York, NY (Port)",0901 Coffee; Coffee Husks Etc; Substitutes With Coffee,93345556,93345556,21311141,,,93328658,21309280
"New York, NY (Port)","0902 Tea, Whether Or Not Flavored",8273475,8273475,2078387,,,8124527,2067224
"New York, NY (Port)",0903 Mate,205028,205028,59141,,,205028,59141
"New York, NY (Port)","0904 Pepper, Genus Piper; Genus Capsicum Or Pimenta",44120550,44120550,7759454,,,44114038,7757360
"New York, NY (Port)",0905 Vanilla,577502,577502,32408,,,577502,32408
"New York, NY (Port)",0906 Cinnamon And Cinnamon-tree Flowers,1506196,1506196,1213065,,,1506196,1213065
"New York, NY (Port)","0907 Cloves (whole Fruit, Cloves And Stems)",390812,390812,65333,,,390812,65333
"New York, NY (Port)","0908 Nutmeg, Mace And Cardamoms",3559351,3559351,501443,,,3559351,501443
"New York, NY (Port)",0909 Seeds Anise Badian Fennl Coriandr Etc; Junpr Berrs,2737441,2737441,1077330,,,2731221,1077328
"New York, NY (Port)","0910 Ginger, Saffron, Tumeric, Thyme, Bay Leaves Etc.",7339507,7339507,7258009,,,7324028,7253218
"New York, NY (Port)",1001 Wheat And Meslin,67485,67485,54613,,,67485,54613
"New York, NY (Port)",1003 Barley,12061,12061,7877,,,12061,7877
"New York, NY (Port)",1005 Corn (maize),918632,918632,316813,,,918632,316813
"New York, NY (Port)",1006 Rice,6525535,6525535,5998346,,,6525535,5998346
"New York, NY (Port)",1007 Grain Sorghum,2288,2288,1536,,,2288,1536
"New York, NY (Port)","1008 Buckwheat, Millet And Canary Seeds; Other Cereals",250565,250565,74478,,,250565,74478
"New York, NY (Port)",1101 Wheat Or Meslin Flour,213977,213977,310631,,,213977,310631
"New York, NY (Port)","1102 Cereal Flours, Except Of Wheat Or Of Meslin",468548,468548,450323,,,464552,446473
"New York, NY (Port)","1103 Cereal Groats, Meal And Pellets",93043,93043,66213,,,93043,66213
"New York, NY (Port)","1104 Cereal Grains, Worked Etc Nesoi; Cereal Germs, Wrk",179203,179203,312270,,,179203,312270
"New York, NY (Port)","1105 Flour, Meal Flakes, Granules & Pellets Of Potatoes",1725258,1725258,1203958,,,1725258,1203958
"New York, NY (Port)","1106 Flour & Meal Of Dry, Legum Vegs, Sago, Fruit Etc.",426313,426313,161723,,,421675,159156
"New York, NY (Port)","1107 Malt, Whether Or Not Roasted",1185628,1185628,1376623,,,1185628,1376623
"New York, NY (Port)",1108 Starches; Inulin,13530767,13530767,10384687,,,13520934,10378912
"New York, NY (Port)","1109 Wheat Gluten, Whether Or Not Dried",4966905,4966905,3935750,,,4966905,3935750
"New York, NY (Port)","1201 Soybeans, Whether Or Not Broken",1181352,1181352,1470604,,,1181352,1470604
"New York, NY (Port)","1204 Flaxseed (linseed), Whether Or Not Broken",19147,19147,9228,,,19147,9228
"New York, NY (Port)","1206 Sunflower Seeds, Whether Or Not Broken",312921,312921,295854,,,312921,295854
"New York, NY (Port)","1207 Oil Seeds & Oleaginous Fruits Nesoi, Broken Or Not",1634238,1634238,1122090,,,1634238,1122090
"New York, NY (Port)",1208 Flour & Meal Of Oil Seed & Olea Fruit (no Mustard),2343,2343,2363,,,2343,2363
"New York, NY (Port)","1209 Seeds, Fruit And Spores, For Sowing",1596292,1596292,445783,,,1407887,419945
"New York, NY (Port)","1210 Hop Cones, Fresh Or Dried; Lupulin",620671,620671,80154,,,620671,80154
"New York, NY (Port)","1211 Plants Etc For Pharmacy, Perfume, Insecticides Etc",15031671,15031671,1989787,,,15001845,1983687
